Car_ID,Brand,Model,Variant_Name,Year,Body_Type,Fuel_Type,Transmission,Price_Lakh,Mileage_kmpl,Engine_CC,Seating_Capacity,Service_Cost_INR,Airbags,ABS,Rear_Camera,Touchscreen,Cruise_Control,Sunroof,Safety_Rating,Brand_Image_Score,Sentiment_Score,Headlight_INR,Backlight_INR,FrontBumper_INR,RearBumper_INR,SideMirror_INR
278,Maruti Suzuki,XL6,2025 Zeta CNG MT,2025,MPV,CNG,Manual,13.6,26.1,1462,6,6000,4,Yes,Yes,Yes,No,No,3,8,0.61,14000,10000,22000,20500,8000
279,Maruti Suzuki,Eeco,2025 CNG Cargo MT,2025,MPV,CNG,Manual,7.1,26.8,1197,2,4500,2,Yes,No,No,No,No,2,7,0.45,5000,3200,7000,6000,2500
280,Hyundai,Grand i10 Nios,2025 Sportz CNG MT,2025,Hatchback,CNG,Manual,8.6,27.0,1197,5,5600,2,Yes,No,Yes,No,No,3,8,0.65,7800,5000,11500,10500,3900
281,Hyundai,Aura,2025 SX CNG MT,2025,Sedan,CNG,Manual,9.2,27.1,1197,5,6000,2,Yes,No,Yes,No,No,3,8,0.65,7800,5000,11500,10500,3900
282,Hyundai,Exter,2025 SX CNG MT,2025,SUV,CNG,Manual,9.1,27.1,1197,5,6200,2,Yes,No,Yes,No,No,4,8,0.64,9500,6500,15000,14000,5200
283,Tata Motors,Tiago,2025 CNG XZ MT,2025,Hatchback,CNG,Manual,7.9,26.4,1199,5,5200,4,Yes,Yes,Yes,No,No,4,7,0.58,9000,6000,14000,13000,5000
284,Tata Motors,Tigor,2025 CNG XZ MT,2025,Sedan,CNG,Manual,8.8,26.4,1199,5,5400,4,Yes,Yes,Yes,No,No,4,7,0.58,9000,6000,14000,13000,5000
285,Tata Motors,Punch,2025 CNG Adventure MT,2025,SUV,CNG,Manual,8.2,26.9,1199,5,5600,2,Yes,No,Yes,No,No,5,7,0.60,9500,6500,15000,14000,5200
286,Tata Motors,Altroz,2025 CNG XZ MT,2025,Hatchback,CNG,Manual,9.6,26.2,1199,5,5800,4,Yes,Yes,Yes,No,No,5,7,0.60,10000,7000,16000,15000,5500
287,Tata Motors,Nexon,2025 CNG Smart MT,2025,SUV,CNG,Manual,11.8,24.0,1199,5,6200,4,Yes,Yes,Yes,No,No,5,7,0.61,13500,9500,21000,19500,7500
288,Toyota,Glanza,2025 G CNG MT,2025,Hatchback,CNG,Manual,8.9,30.6,1197,5,5600,2,Yes,No,Yes,No,No,3,9,0.70,9000,6000,14000,13000,5000
289,Toyota,Rumion,2025 S CNG MT,2025,MPV,CNG,Manual,11.2,26.1,1462,7,6200,2,Yes,Yes,Yes,No,No,3,9,0.74,11500,7800,17000,16000,6000
290,Honda,Amaze,2025 CNG MT,2025,Sedan,CNG,Manual,9.4,26.0,1199,5,7000,2,Yes,No,Yes,No,No,4,8,0.70,11000,7500,16500,15500,5800
291,Kia,Sonet,2025 CNG HTK MT,2025,SUV,CNG,Manual,10.2,24.1,1197,5,7600,2,Yes,No,Yes,No,No,3,8,0.64,11500,7800,17000,16000,6000
292,Kia,Carens,2025 CNG Premium MT,2025,MPV,CNG,Manual,13.9,26.0,1497,7,8200,2,Yes,Yes,Yes,No,No,4,8,0.65,14000,10000,22000,20500,8000
293,Renault,Kwid,2025 CNG MT,2025,Hatchback,CNG,Manual,6.4,32.0,999,5,4500,2,Yes,No,Yes,No,No,2,6,0.42,5200,3500,7200,6200,2600
294,Renault,Triber,2025 CNG MT,2025,MPV,CNG,Manual,8.4,26.5,999,7,5400,2,Yes,No,Yes,No,No,4,6,0.45,9000,6000,14000,13000,5000
295,Nissan,Magnite,2025 CNG MT,2025,SUV,CNG,Manual,8.6,24.0,999,5,5200,2,Yes,No,Yes,No,No,4,6,0.46,9000,6000,14000,13000,5000
296,Maruti Suzuki,Ciaz,2025 CNG MT,2025,Sedan,CNG,Manual,10.9,26.5,1462,5,5800,2,Yes,Yes,Yes,No,No,3,8,0.61,11500,7800,17000,16000,6000
297,Maruti Suzuki,Ignis,2025 CNG MT,2025,Hatchback,CNG,Manual,7.6,26.8,1197,5,5000,2,Yes,No,Yes,No,No,3,8,0.60,7200,4800,10500,9500,3600
298,Hyundai,Venue,2025 CNG MT,2025,SUV,CNG,Manual,10.8,24.2,1197,5,7800,2,Yes,No,Yes,No,No,4,8,0.65,11500,7800,17000,16000,6000
299,Tata Motors,Tigor,2025 CNG XE MT,2025,Sedan,CNG,Manual,8.2,26.4,1199,5,5200,2,Yes,No,Yes,No,No,4,7,0.57,9000,6000,14000,13000,5000
300,Maruti Suzuki,Swift Dzire,2025 CNG MT,2025,Sedan,CNG,Manual,8.7,31.1,1197,5,5200,2,Yes,No,Yes,No,No,3,8,0.61,9000,6000,14000,13000,5000
301,Toyota,Innova Hycross,Hybrid VX AT,2025,MPV,Hybrid,Automatic,28.5,23.5,1987,7,11500,6,Yes,Yes,Yes,Yes,Yes,5,9,0.78,26000,18000,39000,37000,15000
302,Toyota,Innova Hycross,Hybrid ZX AT,2025,MPV,Hybrid,Automatic,32.2,23.5,1987,7,12000,7,Yes,Yes,Yes,Yes,Yes,5,9,0.79,28000,19500,42000,39500,16500
303,Toyota,Urban Cruiser Hyryder,Strong Hybrid V AT,2025,SUV,Hybrid,Automatic,18.8,27.9,1490,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,9,0.75,18000,12500,27000,25500,9500
304,Toyota,Urban Cruiser Hyryder,Strong Hybrid G AT,2025,SUV,Hybrid,Automatic,17.2,27.9,1490,5,8600,6,Yes,Yes,Yes,Yes,No,5,9,0.74,17000,12000,25500,24000,9000
305,Maruti Suzuki,Grand Vitara,Strong Hybrid Zeta AT,2025,SUV,Hybrid,Automatic,19.6,27.9,1490,5,8800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.64,18000,12500,27000,25500,9500
306,Maruti Suzuki,Grand Vitara,Strong Hybrid Alpha AT,2025,SUV,Hybrid,Automatic,21.8,27.9,1490,5,9200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.65,19500,13500,28500,27000,10000
307,Honda,City,e:HEV V AT,2025,Sedan,Hybrid,Automatic,19.2,26.5,1498,5,8800,6,Yes,Yes,Yes,Yes,No,5,8,0.74,17000,12000,25500,24000,9000
308,Honda,City,e:HEV ZX AT,2025,Sedan,Hybrid,Automatic,21.9,26.5,1498,5,9200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.75,18000,12500,27000,25500,9500
309,Toyota,Camry,Hybrid Elegant AT,2025,Sedan,Hybrid,Automatic,46.5,19.1,2487,5,15000,9,Yes,Yes,Yes,Yes,Yes,5,9,0.80,30000,20000,45000,42000,17000
310,Toyota,Camry,Hybrid Premium AT,2025,Sedan,Hybrid,Automatic,48.2,19.1,2487,5,15500,9,Yes,Yes,Yes,Yes,Yes,5,9,0.81,32000,22000,48000,45000,19000
311,Maruti Suzuki,Invicto,Strong Hybrid Zeta AT,2025,MPV,Hybrid,Automatic,25.4,23.2,1987,7,10500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.66,23000,16000,34000,32000,12500
312,Maruti Suzuki,Invicto,Strong Hybrid Alpha AT,2025,MPV,Hybrid,Automatic,28.9,23.2,1987,7,11200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.67,25000,17500,37000,35000,14000
313,Toyota,Corolla Cross,Hybrid AT,2025,SUV,Hybrid,Automatic,34.5,21.0,1798,5,13500,7,Yes,Yes,Yes,Yes,Yes,5,9,0.78,28000,19500,42000,39500,16500
314,Hyundai,Tucson,Hybrid AT,2025,SUV,Hybrid,Automatic,36.2,18.0,1999,5,14000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.71,27000,18500,40000,38000,15500
315,Kia,Sportage,Hybrid AT,2025,SUV,Hybrid,Automatic,35.8,18.5,1598,5,13800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,26000,18000,39000,37000,15000
316,Hyundai,Alcazar,Hybrid AT,2025,SUV,Hybrid,Automatic,26.5,20.0,1999,6,11000,6,Yes,Yes,Yes,Yes,Yes,4,8,0.68,23000,16000,34000,32000,12500
317,Kia,Seltos,Hybrid AT,2025,SUV,Hybrid,Automatic,23.8,21.0,1498,5,10200,6,Yes,Yes,Yes,Yes,Yes,4,8,0.67,21000,14500,30000,28500,10500
318,Maruti Suzuki,Ciaz,Smart Hybrid AT,2025,Sedan,Hybrid,Automatic,13.6,20.6,1462,5,6200,4,Yes,Yes,Yes,No,No,3,8,0.62,14000,10000,22000,20500,8000
319,Maruti Suzuki,Ertiga,Smart Hybrid AT,2025,MPV,Hybrid,Automatic,13.9,20.5,1462,7,6500,4,Yes,Yes,Yes,No,No,3,8,0.62,14500,10000,22000,20500,8000
320,Maruti Suzuki,XL6,Smart Hybrid AT,2025,MPV,Hybrid,Automatic,15.2,20.3,1462,6,7000,4,Yes,Yes,Yes,No,No,3,8,0.62,15500,10800,23000,21500,8200
321,Toyota,Yaris Cross,Hybrid AT,2025,SUV,Hybrid,Automatic,27.5,22.0,1490,5,11500,6,Yes,Yes,Yes,Yes,Yes,5,9,0.77,24000,17000,36000,34000,13500
322,Toyota,Prius,Hybrid AT,2025,Sedan,Hybrid,Automatic,45.0,25.0,1798,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.80,30000,20000,45000,42000,17000
323,Honda,CR-V,Hybrid AT,2025,SUV,Hybrid,Automatic,38.0,19.0,1993,5,14500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.73,28000,19500,42000,39500,16500
324,Hyundai,Elantra,Hybrid AT,2025,Sedan,Hybrid,Automatic,27.8,20.0,1598,5,11800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,22000,15000,33000,31000,12000
325,Kia,Niro,Hybrid AT,2025,SUV,Hybrid,Automatic,32.5,22.0,1580,5,13200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.72,26000,18000,39000,37000,15000
326,Toyota,RAV4,Hybrid AT,2025,SUV,Hybrid,Automatic,42.0,20.5,2487,5,14800,7,Yes,Yes,Yes,Yes,Yes,5,9,0.79,30000,20000,45000,42000,17000
327,Maruti Suzuki,Fronx,Smart Hybrid AT,2025,SUV,Hybrid,Automatic,13.8,22.0,1197,5,6500,4,Yes,Yes,Yes,No,No,3,8,0.63,14000,10000,22000,20500,8000
328,Tata Motors,Harrier,Hybrid AT,2025,SUV,Hybrid,Automatic,27.2,18.0,1956,5,11200,6,Yes,Yes,Yes,Yes,Yes,5,7,0.63,24000,17000,36000,34000,13500
329,Tata Motors,Safari,Hybrid AT,2025,SUV,Hybrid,Automatic,29.5,17.5,1956,7,11800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.63,26000,18000,39000,37000,15000
330,Mahindra,XUV700,Hybrid AT,2025,SUV,Hybrid,Automatic,27.8,18.0,1999,7,11500,7,Yes,Yes,Yes,Yes,Yes,5,8,0.63,25000,17500,37000,35000,14000
331,Mahindra,Scorpio N,Hybrid AT,2025,SUV,Hybrid,Automatic,26.5,17.0,1999,7,11000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.62,24000,17000,36000,34000,13500
332,Toyota,Fortuner,Hybrid AT,2025,SUV,Hybrid,Automatic,45.5,15.5,2755,7,15000,7,Yes,Yes,Yes,Yes,Yes,5,9,0.80,46000,31000,62000,58000,26000
333,Hyundai,Creta,Hybrid AT,2025,SUV,Hybrid,Automatic,22.5,21.0,1498,5,9800,6,Yes,Yes,Yes,Yes,Yes,5,8,0.68,20000,14500,30000,28500,10500
334,Kia,Carens,Hybrid AT,2025,MPV,Hybrid,Automatic,21.8,22.0,1498,7,9500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.67,21000,14500,30000,28500,10500
335,Volkswagen,Tiguan,Hybrid AT,2025,SUV,Hybrid,Automatic,40.2,18.0,1984,5,14500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.65,30000,20000,45000,42000,17000
336,Skoda,Kodiaq,Hybrid AT,2025,SUV,Hybrid,Automatic,43.0,17.5,1984,7,15000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.66,32000,22000,48000,45000,19000
337,Honda,Accord,Hybrid AT,2025,Sedan,Hybrid,Automatic,44.0,23.0,1993,5,14800,8,Yes,Yes,Yes,Yes,Yes,5,8,0.75,30000,20000,45000,42000,17000
338,Toyota,Vellfire,Hybrid AT,2025,MPV,Hybrid,Automatic,95.0,16.4,2487,7,20000,10,Yes,Yes,Yes,Yes,Yes,5,9,0.85,50000,35000,70000,65000,28000
339,Lexus,ES 300h,Hybrid AT,2025,Sedan,Hybrid,Automatic,66.0,22.0,2487,5,18000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.85,42000,30000,60000,56000,24000
340,Lexus,NX 350h,Hybrid AT,2025,SUV,Hybrid,Automatic,72.0,20.0,2487,5,18500,10,Yes,Yes,Yes,Yes,Yes,5,10,0.86,45000,32000,65000,60000,26000
341,Tata Motors,Nexon EV,Creative Plus LR,2025,SUV,Electric,Automatic,17.8,0.0,0,5,8500,6,Yes,Yes,Yes,Yes,Yes,5,7,0.62,18000,12500,27000,25500,9500
342,Tata Motors,Nexon EV,Fearless LR,2025,SUV,Electric,Automatic,19.2,0.0,0,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,7,0.63,19000,13500,28500,27000,10000
343,Tata Motors,Tiago EV,XT LR,2025,Hatchback,Electric,Automatic,11.2,0.0,0,5,6500,4,Yes,Yes,Yes,No,No,4,7,0.58,14000,9500,21000,19500,7500
344,Tata Motors,Tigor EV,XZ Plus,2025,Sedan,Electric,Automatic,12.9,0.0,0,5,6800,4,Yes,Yes,Yes,No,No,4,7,0.58,14500,10000,21500,20000,7800
345,Tata Motors,Punch EV,Empowered LR,2025,SUV,Electric,Automatic,14.8,0.0,0,5,7200,4,Yes,Yes,Yes,No,No,5,7,0.60,15500,10800,23000,21500,8200
346,Tata Motors,Curvv EV,AWD,2025,SUV,Electric,Automatic,22.5,0.0,0,5,9800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.64,20000,14500,30000,28500,10500
347,Mahindra,XUV400 EV,EL Pro,2025,SUV,Electric,Automatic,16.8,0.0,0,5,8000,6,Yes,Yes,Yes,Yes,No,5,7,0.61,16500,11500,24500,23000,8800
348,Mahindra,BE 05,EV AWD,2025,SUV,Electric,Automatic,25.0,0.0,0,5,11000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.65,22000,15500,33000,31000,12000
349,Mahindra,XUV.e8,EV AWD,2025,SUV,Electric,Automatic,28.5,0.0,0,7,12000,7,Yes,Yes,Yes,Yes,Yes,5,8,0.66,24000,17000,36000,34000,13500
350,MG,ZS EV,Exclusive,2025,SUV,Electric,Automatic,22.0,0.0,0,5,9500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.70,20000,14500,30000,28500,10500
351,MG,Comet EV,Play,2025,Hatchback,Electric,Automatic,8.5,0.0,0,4,5500,2,Yes,Yes,Yes,No,No,3,7,0.55,12000,8000,18000,16500,6500
352,MG,4 EV,Long Range,2025,Hatchback,Electric,Automatic,24.0,0.0,0,5,10000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.72,21000,15000,31500,29500,11000
353,Hyundai,Kona Electric,2025 Facelift,2025,SUV,Electric,Automatic,24.5,0.0,0,5,9500,6,Yes,Yes,Yes,Yes,Yes,5,8,0.66,20500,14500,30500,29000,10800
354,Hyundai,Ioniq 5,Premium,2025,SUV,Electric,Automatic,46.0,0.0,0,5,14000,6,Yes,Yes,Yes,Yes,Yes,5,9,0.75,28000,19000,42000,40000,16500
355,Kia,EV6,GT Line AWD,2025,SUV,Electric,Automatic,61.0,0.0,0,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,9,0.76,30000,21000,46000,44000,18000
356,Maruti Suzuki,eVX,EV Concept Prod,2025,SUV,Electric,Automatic,22.0,0.0,0,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.64,19500,13500,28500,27000,10000
357,Toyota,bZ4X,EV AWD,2025,SUV,Electric,Automatic,48.0,0.0,0,5,14500,8,Yes,Yes,Yes,Yes,Yes,5,9,0.78,29000,20000,45000,42000,17000
358,Tata Motors,Avinya,EV Premium,2025,SUV,Electric,Automatic,35.0,0.0,0,5,13000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.68,26000,18000,39000,37000,15000
359,Volkswagen,ID.4,EV AWD,2025,SUV,Electric,Automatic,45.0,0.0,0,5,14000,8,Yes,Yes,Yes,Yes,Yes,5,8,0.65,28000,19000,42000,40000,16500
360,Skoda,Enyaq iV,80X,2025,SUV,Electric,Automatic,48.5,0.0,0,5,14500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.66,29000,20000,45000,42000,17000
361,BYD,Atto 3,Dynamic,2025,SUV,Electric,Automatic,33.5,0.0,0,5,12000,7,Yes,Yes,Yes,Yes,Yes,5,8,0.70,25000,17500,37500,35500,14000
362,BYD,Seal,Performance,2025,Sedan,Electric,Automatic,41.0,0.0,0,5,13500,8,Yes,Yes,Yes,Yes,Yes,5,8,0.71,27000,18500,40500,38500,15500
363,Citroen,eC3,Shine,2025,Hatchback,Electric,Automatic,12.3,0.0,0,5,6500,2,Yes,Yes,Yes,No,No,3,6,0.50,14000,9500,21000,19500,7500
364,Citroen,eC3 Aircross,EV,2025,SUV,Electric,Automatic,16.5,0.0,0,5,7500,4,Yes,Yes,Yes,No,No,4,6,0.52,16000,11000,24000,22500,8500
365,Renault,Zoe,EV,2025,Hatchback,Electric,Automatic,28.0,0.0,0,5,11000,6,Yes,Yes,Yes,Yes,Yes,5,6,0.55,22000,15500,33000,31000,12000
366,Nissan,Leaf,EV,2025,Hatchback,Electric,Automatic,30.0,0.0,0,5,11500,6,Yes,Yes,Yes,Yes,Yes,5,6,0.56,23000,16000,34500,32500,12500
367,Tesla,Model 3,Standard RWD,2025,Sedan,Electric,Automatic,45.0,0.0,0,5,15000,8,Yes,Yes,Yes,Yes,Yes,5,10,0.85,30000,21000,46000,44000,18000
368,Tesla,Model Y,Long Range AWD,2025,SUV,Electric,Automatic,55.0,0.0,0,5,16000,8,Yes,Yes,Yes,Yes,Yes,5,10,0.86,33000,23000,50000,48000,20000
369,Audi,Q8 e-tron,55 quattro,2025,SUV,Electric,Automatic,115.0,0.0,0,5,22000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.88,52000,38000,75000,72000,30000
370,BMW,iX1,xDrive30,2025,SUV,Electric,Automatic,67.0,0.0,0,5,18000,8,Yes,Yes,Yes,Yes,Yes,5,10,0.87,38000,26000,58000,55000,23000
371,BMW,i4,eDrive40,2025,Sedan,Electric,Automatic,74.0,0.0,0,5,18500,8,Yes,Yes,Yes,Yes,Yes,5,10,0.87,40000,28000,60000,57000,24000
372,Mercedes-Benz,EQA,250+,2025,SUV,Electric,Automatic,68.0,0.0,0,5,18500,8,Yes,Yes,Yes,Yes,Yes,5,10,0.86,39000,27000,59000,56000,23500
373,Mercedes-Benz,EQB,350 4MATIC,2025,SUV,Electric,Automatic,77.0,0.0,0,7,19500,9,Yes,Yes,Yes,Yes,Yes,5,10,0.87,42000,30000,63000,60000,25500
374,Mercedes-Benz,EQE,500,2025,Sedan,Electric,Automatic,92.0,0.0,0,5,21000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.88,48000,35000,72000,69000,29000
375,Mercedes-Benz,EQS,580,2025,Sedan,Electric,Automatic,155.0,0.0,0,5,26000,10,Yes,Yes,Yes,Yes,Yes,5,10,0.90,60000,45000,90000,86000,36000
376,Maruti Suzuki,Fronx,Turbo Smart Hybrid AT,2025,SUV,Hybrid,Automatic,13.9,22.0,998,5,6500,4,Yes,Yes,Yes,No,No,3,8,0.63,14000,10000,22000,20500,8000
377,Maruti Suzuki,Invicto,Hybrid Alpha AT,2025,MPV,Hybrid,Automatic,29.2,23.2,1987,7,11200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.67,25000,17500,37000,35000,14000
378,Hyundai,Creta N Line,Turbo AT,2025,SUV,Petrol,Automatic,18.5,16.5,1482,5,9000,6,Yes,Yes,Yes,Yes,Yes,5,8,0.68,18500,13000,27000,25500,9500
379,Hyundai,i20,N Line AT,2025,Hatchback,Petrol,Automatic,11.8,20.0,998,5,7000,6,Yes,Yes,Yes,Yes,No,4,8,0.66,11000,7500,16500,15500,5800
380,Tata Motors,Curvv,ICE Turbo MT,2025,SUV,Petrol,Manual,16.8,18.5,1497,5,8600,6,Yes,Yes,Yes,Yes,Yes,5,7,0.63,16500,11500,25000,23500,9000
381,Tata Motors,Safari,Accomplished Plus AT,2025,SUV,Diesel,Automatic,27.5,14.5,1956,7,11500,6,Yes,Yes,Yes,Yes,Yes,5,7,0.62,26000,18000,39000,37000,15000
382,Mahindra,Scorpio Classic,S Diesel MT,2025,SUV,Diesel,Manual,14.5,16.0,2184,7,9000,2,Yes,Yes,Yes,No,No,4,7,0.58,17000,12000,25500,24000,9000
383,Mahindra,XUV3XO,AX5 Petrol MT,2025,SUV,Petrol,Manual,11.2,18.0,1197,5,7200,6,Yes,Yes,Yes,Yes,No,5,7,0.60,13500,9500,21000,19500,7500
384,Mahindra,XUV3XO,AX7 Petrol AT,2025,SUV,Petrol,Automatic,14.6,18.0,1197,5,7800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.61,15000,10500,22500,21000,8000
385,Toyota,Urban Cruiser Taisor,Turbo AT,2025,SUV,Petrol,Automatic,13.8,20.8,998,5,7200,6,Yes,Yes,Yes,Yes,No,4,9,0.74,14000,9800,21000,19500,7500
386,Toyota,Innova Crysta,ZX Diesel AT,2025,MPV,Diesel,Automatic,26.2,14.5,2393,7,10800,7,Yes,Yes,Yes,Yes,Yes,5,9,0.77,22000,15000,32000,30000,12000
387,Honda,Elevate,ZX CVT,2025,SUV,Petrol,Automatic,16.4,14.9,1498,5,8400,6,Yes,Yes,Yes,Yes,Yes,4,8,0.72,17000,12000,25500,24000,9000
388,Kia,Seltos,X-Line Diesel AT,2025,SUV,Diesel,Automatic,20.5,19.1,1493,5,9200,6,Yes,Yes,Yes,Yes,Yes,5,8,0.67,19500,13500,28500,27000,10000
389,Kia,Sonet,X-Line Petrol AT,2025,SUV,Petrol,Automatic,13.6,18.4,1197,5,8000,6,Yes,Yes,Yes,Yes,No,4,8,0.65,15500,10800,23000,21500,8200
390,Skoda,Slavia,Monte Carlo AT,2025,Sedan,Petrol,Automatic,17.9,19.5,1498,5,10200,6,Yes,Yes,Yes,Yes,Yes,5,7,0.56,18500,13000,27500,26000,9800
391,Skoda,Kushaq,Onyx Edition MT,2025,SUV,Petrol,Manual,13.2,19.8,999,5,9400,4,Yes,Yes,Yes,Yes,No,5,7,0.55,14500,10000,21500,20000,7800
392,Volkswagen,Virtus,GT Plus MT,2025,Sedan,Petrol,Manual,15.9,19.8,1498,5,9800,6,Yes,Yes,Yes,Yes,Yes,5,7,0.55,17500,12000,26000,24500,9200
393,Volkswagen,Taigun,Highline AT,2025,SUV,Petrol,Automatic,14.8,19.2,999,5,9600,4,Yes,Yes,Yes,Yes,No,5,7,0.54,15500,10800,23000,21500,8200
394,Renault,Kwid,Climber CNG MT,2025,Hatchback,CNG,Manual,6.5,32.0,999,5,4500,2,Yes,No,Yes,No,No,2,6,0.42,5200,3500,7200,6200,2600
395,Renault,Kiger,RXZ Turbo AT,2025,SUV,Petrol,Automatic,11.9,19.0,999,5,6400,4,Yes,Yes,Yes,Yes,No,4,6,0.46,11800,8000,17500,16500,6200
396,Nissan,Magnite,XV Premium Turbo AT,2025,SUV,Petrol,Automatic,12.2,19.7,999,5,6600,4,Yes,Yes,Yes,Yes,No,4,6,0.47,12000,8200,18000,17000,6400
397,Tata Motors,Altroz,Racer Turbo MT,2025,Hatchback,Petrol,Manual,10.5,18.5,1199,5,6200,6,Yes,Yes,Yes,No,No,5,7,0.61,11000,7500,16500,15500,5800
398,Hyundai,Alcazar,Signature Diesel AT,2025,SUV,Diesel,Automatic,22.5,18.1,1493,6,10200,6,Yes,Yes,Yes,Yes,Yes,4,8,0.69,20000,14000,30000,28000,11000
399,Maruti Suzuki,Jimny,Alpha AT,2025,SUV,Petrol,Automatic,15.4,16.4,1462,4,7000,6,Yes,Yes,Yes,Yes,No,4,8,0.62,15000,10500,22500,21000,8000
400,Toyota,Fortuner Legender,4x2 AT,2025,SUV,Diesel,Automatic,45.8,14.4,2755,7,14500,7,Yes,Yes,Yes,Yes,Yes,5,9,0.80,46000,31000,62000,58000,26000
401,Maruti Suzuki,Eeco,7 STR Petrol MT,2025,MPV,Petrol,Manual,5.9,19.7,1197,7,4500,2,Yes,No,No,No,No,2,7,0.45,5000,3200,7000,6000,2500
402,Maruti Suzuki,S-Presso,2025 VXi AMT,2025,Hatchback,Petrol,Automatic,6.1,24.1,998,5,4400,2,Yes,Yes,Yes,No,No,2,8,0.55,5500,3500,7500,6500,2700
403,Maruti Suzuki,Celerio,2025 ZXi AMT,2025,Hatchback,Petrol,Automatic,7.2,26.0,998,5,4600,2,Yes,Yes,Yes,No,No,3,8,0.60,7200,4800,10500,9500,3600
404,Maruti Suzuki,WagonR,2025 ZXi AMT,2025,Hatchback,Petrol,Automatic,7.8,23.6,1197,5,4800,2,Yes,Yes,Yes,No,No,3,8,0.60,7200,4800,10500,9500,3600
405,Hyundai,Grand i10 Nios,2025 Asta AMT,2025,Hatchback,Petrol,Automatic,8.9,20.1,1197,5,6200,4,Yes,Yes,Yes,No,No,3,8,0.65,7800,5000,11500,10500,3900
406,Hyundai,Aura,2025 SX AMT,2025,Sedan,Petrol,Automatic,8.8,20.1,1197,5,6200,4,Yes,Yes,Yes,No,No,3,8,0.65,7800,5000,11500,10500,3900
407,Hyundai,Exter,2025 Knight AMT,2025,SUV,Petrol,Automatic,9.5,19.2,1197,5,6500,4,Yes,Yes,Yes,No,No,4,8,0.64,11000,7500,16500,15500,5800
408,Tata Motors,Tiago,NRG Petrol MT,2025,Hatchback,Petrol,Manual,6.8,20.1,1199,5,5000,2,Yes,No,Yes,No,No,4,7,0.57,6500,4200,9000,8000,3200
409,Tata Motors,Tigor,XZ Plus AMT,2025,Sedan,Petrol,Automatic,8.9,19.6,1199,5,5400,4,Yes,Yes,Yes,No,No,4,7,0.57,8000,5200,12000,11000,4200
410,Tata Motors,Altroz,Dark Edition MT,2025,Hatchback,Petrol,Manual,9.2,19.3,1199,5,5800,4,Yes,Yes,Yes,No,No,5,7,0.60,10000,7000,16000,15000,5500
411,Tata Motors,Nexon,Smart Plus Petrol AMT,2025,SUV,Petrol,Automatic,11.6,17.0,1199,5,6800,4,Yes,Yes,Yes,Yes,No,5,7,0.61,13500,9500,21000,19500,7500
412,Mahindra,KUV100 NXT,K6 Plus MT,2025,Hatchback,Petrol,Manual,6.9,18.1,1198,5,5400,2,Yes,No,Yes,No,No,3,6,0.45,7000,4500,10000,9000,3500
413,Mahindra,Bolero,Neo Plus MT,2025,SUV,Diesel,Manual,12.9,17.3,1493,9,8200,2,Yes,Yes,Yes,No,No,4,7,0.55,15500,10800,23000,21500,8200
414,Mahindra,Scorpio Classic,S11 MT,2025,SUV,Diesel,Manual,16.3,16.0,2184,7,9200,2,Yes,Yes,Yes,No,No,4,7,0.58,18000,12500,27000,25500,9500
415,Mahindra,XUV700,AX5 Petrol MT,2025,SUV,Petrol,Manual,17.2,13.0,1999,5,9000,4,Yes,Yes,Yes,Yes,No,5,8,0.61,20000,14000,30000,28000,11000
416,Toyota,Glanza,V AMT,2025,Hatchback,Petrol,Automatic,9.6,22.0,1197,5,5600,6,Yes,Yes,Yes,No,Yes,4,9,0.70,9000,6000,14000,13000,5000
417,Toyota,Rumion,V AT,2025,MPV,Petrol,Automatic,13.6,20.0,1462,7,6800,4,Yes,Yes,Yes,No,No,3,9,0.74,14000,10000,22000,20500,8000
